日期,功率,2米比湿(g/kq),2米气温(℃),地表气温(℃),到达地表的短波辐射(w/m2),2米相对湿度(%),相对湿度500(%),地面气压(hPa)
2018/12/19 12:30,-3.1472,1.9,-5.1,-3.5,488.5,64.5,10.8,872.9
2018/12/19 12:45,-6.899,1.9,-4.8,-3.2,488.5,63.8,10.7,872.8
2018/12/19 13:00,-4.6013,1.9,-4.6,-3,485.6,63.1,10.6,872.7
2018/12/19 13:15,-10.1912,1.9,-4.4,-2.7,485.6,62.5,10.4,872.7
2018/12/19 13:30,-11.4263,2,-4.2,-2.6,467.8,62,10.2,872.6
2018/12/19 13:45,-10.9867,2,-4.1,-2.5,467.8,61.6,10,872.6
2018/12/19 14:00,-10.8942,2,-3.9,-2.5,435.3,61.4,9.7,872.5
2018/12/19 14:15,-10.2275,2,-3.8,-2.4,435.3,61,9.4,872.5
2018/12/19 14:30,-3.3914,2,-3.7,-2.5,388.7,60.9,9.2,872.5
2018/12/19 14:45,-1.8722,2,-3.6,-2.4,388.7,60.6,9.1,872.5
2018/12/19 15:00,-1.8477,2,-3.7,-2.7,329.3,60.6,9.1,872.5
2018/12/19 15:15,-6.2677,2,-3.6,-2.7,329.3,60.4,9.1,872.6
2018/12/19 15:30,-4.1617,2,-3.7,-3.2,258.7,60.7,9.1,872.7
2018/12/19 15:45,-4.3807,2,-3.7,-3.2,258.7,60.7,9.1,872.7
2018/12/19 16:00,-2.8756,2,-3.8,-3.8,179.2,61.6,9.1,872.6
2018/12/19 16:15,-1.8759,2,-3.9,-4,179.2,61.8,9.1,872.5
2018/12/19 16:30,-0.8702,2.1,-4.2,-4.8,95.1,65.5,9,872.6
2018/12/19 16:45,-0.0436,2.1,-4.4,-5.1,95.1,67.4,8.9,872.5
2018/12/20 7:45,-0.1465,2.1,-8,-8.7,0,89,67.7,870.5
2018/12/20 8:00,-0.0465,2.1,-8.5,-9.4,0,89.2,66.6,870.4
2018/12/20 8:15,-0.1065,1.7,-10.5,-12.1,0,84.2,61.5,869.1
2018/12/20 8:30,-0.5024,1.7,-10.1,-11.6,39,83.7,58.1,868.9
2018/12/20 8:45,-0.9279,1.7,-9.9,-11.4,39,83.3,54.5,868.7
2018/12/20 9:00,-1.7944,1.8,-9.1,-10.3,116.5,82.3,51.1,868.8
2018/12/20 9:15,-3.2715,1.9,-8.7,-9.8,116.5,81.9,49.6,868.6
2018/12/20 9:30,-3.1805,2,-7.8,-8.7,171.7,81.1,51.5,868.6
2018/12/20 9:45,-3.8561,2.1,-7.3,-8,171.7,80.7,57.8,868.5
2018/12/20 10:00,-2.2888,1.8,-6.3,-6.7,248.4,65.2,64.1,868.5
2018/12/20 10:15,-2.3273,1.8,-5.8,-6,248.4,63.4,68,868.5
2018/12/20 10:30,-2.365,1.9,-4.9,-4.8,316.4,61.3,71,868.4
2018/12/20 10:45,-2.7098,1.9,-4.3,-4.1,316.4,60.7,72.5,868.3
2018/12/20 11:00,-3.0251,2,-3.6,-3.3,327.5,59.8,73.3,868.2
2018/12/20 11:15,-3.0228,2.1,-3,-2.7,327.5,59.2,73.4,868
2018/12/20 11:30,-3.3329,2.1,-2.4,-2,361.4,58.2,73.1,867.9
2018/12/20 11:45,-2.5604,2.2,-2,-1.6,361.4,57.4,72.5,867.8
2018/12/20 12:00,-3.936,2.2,-1.5,-1,398.4,56.2,71.1,867.7
2018/12/20 12:15,-4.7618,2.2,-1.1,-0.6,398.4,55.2,70.2,867.5
2018/12/20 12:30,-3.697,2.2,-0.7,-0.1,457,54.1,71.2,867.4
2018/12/20 12:45,-4.1195,2.3,-0.4,0.2,457,53.6,73.7,867.3
2018/12/20 13:00,-3.1168,2.3,-0.1,0.4,441,53.5,75.4,867.2
2018/12/20 13:15,-3.3144,2.4,0.3,0.7,441,53.4,75.4,867.1
2018/12/20 13:30,-4.3911,2.4,0.5,0.8,387.6,53.4,76,867
2018/12/20 13:45,-4.7618,2.5,0.8,1,387.6,53.2,76.6,866.9
2018/12/20 14:00,-5.3746,2.5,0.8,0.7,298,53.9,77.1,866.8
2018/12/20 14:15,-5.2606,2.5,0.9,0.8,298,54.4,76.9,866.8
2018/12/20 14:30,-3.8331,2.6,0.7,0.4,213.5,56.1,76.5,866.8
2018/12/20 14:45,-2.9518,2.6,0.7,0.4,213.5,57.1,76.7,866.8
2018/12/20 15:00,-4.1965,2.7,0.5,0.1,163.1,59.4,77.1,866.8
2018/12/20 15:15,-2.3457,2.8,0.5,0.1,163.1,61,77.6,866.8
2018/12/20 15:30,-1.4481,2.8,0.4,-0.1,114.9,63.1,78.1,866.8
2018/12/20 15:45,-0.6474,2.9,0.4,-0.1,114.9,64,78.4,866.9
2018/12/20 16:00,-0.3352,2.8,0.3,-0.4,73.5,62.7,78.6,866.9
2018/12/20 16:15,-0.2338,2.8,0.2,-0.5,73.5,62.7,78.7,867
2018/12/20 16:30,-0.0051,2.8,-0.1,-0.9,36.6,64.5,78.8,867
2018/12/20 16:45,-0.0021,2.8,-0.3,-1.1,36.6,66.2,79,867
2018/12/21 7:45,-0.0021,1.6,-11.3,-12.5,0,87.5,12.5,872.7
2018/12/21 8:00,-0.0051,1.6,-11.4,-12.6,0,87.6,13,872.9
2018/12/21 8:15,-0.7977,1.4,-12.6,-13.9,0,84.4,9.2,872.6
2018/12/21 8:30,-2.1511,1.4,-12.3,-13.5,46.3,83.7,9.4,872.7
2018/12/21 8:45,-3.5438,1.4,-12.2,-13.4,46.3,83.3,9.5,872.6
2018/12/21 9:00,-4.7707,1.5,-11.4,-12.3,130.7,80.1,9.5,872.8
2018/12/21 9:15,-5.84,1.5,-11.1,-11.9,130.7,77.9,9.4,872.8
2018/12/21 9:30,-6.9308,1.4,-10.2,-10.7,215.8,71.1,9.3,872.9
2018/12/21 9:45,-7.616,1.4,-9.9,-10.2,215.8,69.6,9.3,872.9
2018/12/21 10:00,-8.1414,1.4,-9.3,-9.1,294.2,67.2,9.2,872.9
2018/12/21 10:15,-9.0598,1.5,-8.8,-8.6,294.2,65.2,9.3,872.9
2018/12/21 10:30,-9.7309,1.5,-8.2,-7.6,362.4,62.1,9.5,872.9
2018/12/21 10:45,-10.539,1.5,-7.7,-7.1,362.4,60,9.8,872.8
2018/12/21 11:00,-7.9253,1.5,-7.2,-6.3,418.3,57.9,10,872.8
2018/12/21 11:15,-11.296,1.5,-6.9,-5.9,418.3,56.9,10.1,872.6
2018/12/21 11:30,-11.726,1.5,-6.4,-5.3,460.5,56.1,10.2,872.5
2018/12/21 11:45,-12.1396,1.5,-6,-5,460.5,55.8,10.3,872.4
2018/12/21 12:00,-12.113,1.6,-5.5,-4.4,487.7,55.2,10.2,872.3
2018/12/21 12:15,-11.9968,1.6,-4.9,-4,487.7,54.2,10,872.2
2018/12/21 12:30,-12.062,1.7,-4.4,-3.5,499.8,53,9.8,872.1
2018/12/21 12:45,-12.2603,1.7,-4,-3.1,499.8,52,9.4,872
2018/12/21 13:00,-12.0176,1.7,-3.6,-2.7,496.8,51.3,8.9,872
2018/12/21 13:15,-11.6054,1.7,-3.3,-2.4,496.8,50.7,8.6,871.9
2018/12/21 13:30,-11.1666,1.7,-3,-2.2,478.4,50.1,8.5,872
2018/12/21 13:45,-10.7115,1.7,-2.7,-2,478.4,49.5,8.5,872.1
2018/12/21 14:00,-10.1106,1.8,-2.6,-1.9,445.2,49.1,8.7,872.1
2018/12/21 14:15,-9.594,1.8,-2.3,-1.7,445.2,48.5,8.8,872.2
2018/12/21 14:30,-9.008,1.8,-2.2,-1.8,397.8,48.3,8.9,872.3
2018/12/21 14:45,-7.9868,1.8,-2.1,-1.7,397.8,47.8,9.2,872.4
2018/12/21 15:00,-6.9582,1.8,-2.1,-2,337.3,48,9.5,872.4
2018/12/21 15:15,-6.4379,1.8,-2,-2,337.3,47.9,9.9,872.5
2018/12/21 15:30,-5.1911,1.8,-2.1,-2.4,265.2,48.9,10.4,872.6
2018/12/21 15:45,-3.9286,1.8,-2.1,-2.5,265.2,49.3,10.9,872.7
2018/12/21 16:00,-1.7715,1.9,-2.4,-3.1,184,51.7,11.5,872.8
2018/12/21 16:15,-0.3315,1.9,-2.5,-3.2,184,53.9,12.3,872.8
2018/12/21 16:30,-0.1332,2,-3,-4,97.9,57.7,13.1,872.9
2018/12/21 16:45,-0.1032,2.2,-3.4,-4.4,97.9,64.8,14.1,873
2018/12/22 7:45,-0.0151,1.5,-11.7,-12.8,0,84.2,59.1,876.7
2018/12/22 8:00,-0.0251,1.5,-11.8,-12.9,0,84.2,60.8,876.9
2018/12/22 8:15,-0.0451,1.5,-10.7,-11.7,0,79.4,51.9,878.1
2018/12/22 8:30,-0.2182,1.5,-10.5,-11.5,45,78.7,50.6,878.1
2018/12/22 8:45,-0.6593,1.5,-10.5,-11.4,45,78.8,50.4,878.3
2018/12/22 9:00,-2.453,1.5,-9.8,-10.5,128.1,72.2,51.9,878.5
2018/12/22 9:15,-2.7705,1.5,-9.6,-10.2,128.1,69.7,54.8,878.6
2018/12/22 9:30,-6.0827,1.4,-9.2,-9.3,211.7,66.7,59.1,878.7
2018/12/22 9:45,-3.68,1.4,-9.1,-9.1,211.7,66,63.4,878.7
2018/12/22 10:00,-4.0707,1.4,-8.9,-8.4,288.7,65,67.1,878.6
2018/12/22 10:15,-8.2791,1.4,-8.7,-8.2,288.7,64.5,69,878.6
2018/12/22 10:30,-6.7939,1.4,-8.3,-7.6,355.8,62.9,69.3,878.6
2018/12/22 10:45,-5.325,1.4,-8,-7.2,355.8,61.2,70,878.5
2018/12/22 11:00,-4.8218,1.5,-7.4,-6.4,386.9,58.5,71.5,878.4
2018/12/22 11:15,-4.01,1.4,-7,-6,386.9,56.8,73.1,878.3
2018/12/22 11:30,-3.6015,1.4,-6.6,-5.5,383.8,55,73.1,878.1
2018/12/22 11:45,-3.2885,1.4,-6.4,-5.3,383.8,53.7,72.4,878
2018/12/22 12:00,-3.0902,1.4,-6.1,-4.9,407.6,52.6,71.8,878.1
2018/12/22 12:15,-3.5475,1.4,-6,-4.7,407.6,52,71.3,878.1
2018/12/22 12:30,-4.582,1.4,-5.8,-4.5,405,51.4,71.6,878.1
2018/12/22 12:45,-7.0299,1.4,-5.7,-4.4,405,50.9,71.7,878.1
2018/12/22 13:00,-7.2061,1.4,-5.6,-4.2,411.6,50.3,70.9,878.1
2018/12/22 13:15,-7.8343,1.4,-5.4,-4.1,411.6,49.7,70,878.1
2018/12/22 13:30,-9.2944,1.4,-5.4,-4,415.7,49.1,68.5,878.2
2018/12/22 13:45,-7.8736,1.4,-5.3,-4,415.7,48.6,68,878.2
2018/12/22 14:00,-5.9643,1.4,-5.4,-4.2,391.6,48.4,69.2,878.3
2018/12/22 14:15,-5.6173,1.4,-5.4,-4.2,391.6,48,71.2,878.2
2018/12/22 14:30,-3.1612,1.4,-5.5,-4.5,327.5,48,71.5,878.2
2018/12/22 14:45,-2.2059,1.4,-5.5,-4.5,327.5,47.6,70.2,878.1
2018/12/22 15:00,-2.587,1.4,-5.7,-4.9,298.8,47.6,68,878.2
2018/12/22 15:15,-2.2503,1.3,-5.8,-5,298.8,47.7,65.5,878.2
2018/12/22 15:30,-1.921,1.3,-6.2,-5.8,262.4,48.7,62.8,878.3
2018/12/22 15:45,-2.9925,1.3,-6.5,-6.1,262.4,49.7,59.6,878.4
2018/12/22 16:00,-1.4614,1.3,-7,-6.8,182.3,51.4,55.6,878.5
2018/12/22 16:15,-1.3068,1.3,-7.3,-7.2,182.3,52.7,51.5,878.7
2018/12/22 16:30,-0.6837,1.3,-7.8,-8,97.1,54.8,47.3,878.9
2018/12/22 16:45,-0.0525,1.3,-8.2,-8.3,97.1,56.2,42.9,879
2018/12/23 7:45,-0.0273,0.7,-19,-19.4,0,71.9,11.7,882.3
2018/12/23 8:00,-0.0673,0.7,-19,-19.5,0,72,11.3,882.3
2018/12/23 8:15,-1.0744,2.4,-3.8,-5.1,0,72.2,22.8,867.4
2018/12/23 8:30,-2.4049,2.3,-4.2,-5.6,0,72.9,18.4,867.5
2018/12/23 8:45,-3.8472,2.3,-4.4,-5.9,0,72.7,14.5,867.7
2018/12/23 9:00,-4.9913,2.3,-4.7,-6.2,0,72.5,11.3,868
2018/12/23 9:15,-6.1264,2.2,-4.8,-6.3,0,72.2,8.8,868
2018/12/23 9:30,-7.1587,2.2,-5.1,-6.5,0,72.3,6.8,868.3
2018/12/23 9:45,-8.0889,2.2,-5.2,-6.7,0,72.8,5.3,868.5
2018/12/23 10:00,-8.9495,2.1,-5.5,-6.9,0,73.5,4.3,868.7
2018/12/23 10:15,-9.7613,2.1,-5.7,-7.1,0,74.3,3.7,868.9
2018/12/23 10:30,-10.482,2.1,-5.9,-7.3,0,75.4,3.2,869
2018/12/23 10:45,-11.1828,2.1,-6.2,-7.6,0,76.9,2.9,869.3
2018/12/23 11:00,-11.6261,2.1,-6.5,-7.8,0,78.2,2.8,869.4
2018/12/23 11:15,-12.2788,2.1,-6.9,-8.1,0,79.5,2.8,869.6
2018/12/23 11:30,-12.6229,2.1,-7.2,-8.4,0,81.1,2.9,869.6
2018/12/23 11:45,-12.8826,2.1,-7.6,-8.8,0,83,2.9,869.6
2018/12/23 12:00,-13.0528,2,-8,-9.1,0,84.7,2.9,869.8
2018/12/23 12:15,-13.0476,2,-8.3,-9.4,0,85.3,2.9,869.9
2018/12/23 12:30,-13.0062,2,-8.6,-9.7,0,85.7,2.9,870
2018/12/23 12:45,-12.8759,1.9,-8.8,-9.9,0,85.9,2.9,870
2018/12/23 13:00,-12.7302,1.9,-9,-10.1,0,86,2.9,870
2018/12/23 13:15,-12.4297,1.9,-9.2,-10.3,0,85.9,3,870.1
2018/12/23 13:30,-12.0856,1.9,-9.3,-10.5,0,86.1,3.1,870.2
2018/12/23 13:45,-11.6986,1.8,-9.5,-10.6,0,86.3,3.2,870.4
2018/12/23 14:00,-11.2383,1.8,-9.7,-10.8,0,86.5,3.4,870.5
2018/12/23 14:15,-10.5916,1.8,-9.8,-11,0,86.8,3.7,870.7
2018/12/23 14:30,-9.8701,1.8,-10,-11.1,0,87,4,870.7
2018/12/23 14:45,-9.1463,1.8,-10.1,-11.3,0,87.2,4.3,870.8
2018/12/23 15:00,-8.2532,1.8,-10.2,-11.4,0,87.3,4.5,870.9
2018/12/23 15:15,-7.2786,1.7,-10.3,-11.5,0,87.5,4.8,871
2018/12/23 15:30,-6.1937,1.7,-10.4,-11.7,0,87.6,5.2,871.1
2018/12/23 15:45,-5.1341,1.7,-10.5,-11.8,0,87.7,5.6,871.3
2018/12/23 16:00,-4.0307,1.7,-10.5,-11.8,0,86.8,6.1,871.4
2018/12/23 16:15,-2.5507,1.7,-10.5,-11.8,0,86.1,6.7,871.5
2018/12/23 16:30,-1.3712,1.7,-10.5,-11.8,0,85.7,7.3,871.6
2018/12/23 16:45,-0.2745,1.7,-10.5,-11.9,0,85.5,7.8,871.7
2018/12/24 7:45,-0.2152,1.9,-7.6,-8.9,0,75.5,34.4,874.3
2018/12/24 8:00,-0.4264,1.8,-7.8,-9.1,0,75.9,35.9,874.4
2018/12/24 8:15,-0.9264,0.7,-18.5,-19.9,0,73,8.5,872.3
2018/12/24 8:30,-2.1563,0.8,-18.1,-19.4,49.9,71.6,9.4,872.1
2018/12/24 8:45,-3.5334,0.8,-17.9,-19.2,49.9,72,10.3,872
2018/12/24 9:00,-4.6797,0.8,-17,-18,137.1,67.5,10.9,871.9
2018/12/24 9:15,-5.7719,0.8,-16.6,-17.5,137.1,66.4,11.2,871.7
2018/12/24 9:30,-6.8301,0.7,-15.7,-16.2,222.6,52.4,11.4,871.6
2018/12/24 9:45,-7.7181,0.7,-15.3,-15.5,222.6,50.7,11.5,871.6
2018/12/24 10:00,-8.3397,0.7,-14.4,-14.3,299.7,48.3,11.5,871.5
2018/12/24 10:15,-9.1715,0.7,-13.6,-13.6,299.7,47.7,11.3,871.4
2018/12/24 10:30,-9.805,0.8,-12.6,-12.4,366.8,47.1,10.9,871.2
2018/12/24 10:45,-10.2978,0.8,-11.8,-11.6,366.8,47.3,10.5,870.9
2018/12/24 11:00,-10.8106,0.9,-10.8,-10.6,422.5,47.1,10.3,870.8
2018/12/24 11:15,-11.2472,1,-10,-9.8,422.5,47.3,10.2,870.6
2018/12/24 11:30,-11.5632,1,-9.2,-8.9,464.9,47.1,10.1,870.3
2018/12/24 11:45,-11.9043,1.1,-8.6,-8.3,464.9,47,10.1,870.2
2018/12/24 12:00,-12.1093,1.1,-7.9,-7.7,492.3,46.6,10.3,870
2018/12/24 12:15,-12.1781,1.1,-7.5,-7.2,492.3,46.4,10.7,869.8
2018/12/24 12:30,-12.1056,1.2,-7.1,-6.7,503.8,46.2,11.1,869.7
2018/12/24 12:45,-11.9139,1.2,-6.8,-6.3,503.8,46.1,11.5,869.6
2018/12/24 13:00,-11.7941,1.2,-6.5,-6,499.7,46,11.9,869.4
2018/12/24 13:15,-11.3197,1.2,-6.3,-5.8,499.7,46.1,12.4,869.2
2018/12/24 13:30,-10.9904,1.3,-6.1,-5.6,480.8,46.4,12.8,869
2018/12/24 13:45,-10.5583,1.3,-5.9,-5.4,480.8,46.5,13.1,868.7
2018/12/24 14:00,-10.2149,1.3,-5.7,-5.4,447.3,46.9,13.3,868.5
2018/12/24 14:15,-9.7124,1.3,-5.5,-5.2,447.3,47,13.2,868.3
2018/12/24 14:30,-9.1197,1.4,-5.4,-5.2,399.7,47.3,13.2,868.1
2018/12/24 14:45,-8.1074,1.4,-5.2,-5.1,399.7,47.4,13.1,868
2018/12/24 15:00,-7.1683,1.4,-5.1,-5.3,339,48,13.2,867.8
2018/12/24 15:15,-6.1212,1.4,-5,-5.2,339,48.2,13.2,867.7
2018/12/24 15:30,-5.0882,1.5,-5,-5.5,266.8,49.5,13.2,867.5
2018/12/24 15:45,-4.0019,1.5,-4.9,-5.5,266.8,50.1,13.2,867.5
2018/12/24 16:00,-3.0177,1.6,-5.1,-6,185.4,52.7,13.2,867.5
2018/12/24 16:15,-1.8307,1.6,-5.2,-6.1,185.4,54.9,13.3,867.4
2018/12/24 16:30,-0.6815,1.6,-5.7,-6.9,99.2,56.7,13.3,867.4
2018/12/24 16:45,-0.0599,1.6,-5.9,-7.2,99.2,58.1,13.3,867.4
2018/12/25 7:45,-0.2469,1.1,-14.4,-15.3,0,74.4,52.1,871.1
2018/12/25 8:00,-0.5935,1.1,-14.4,-15.4,0,74.8,50.9,871.2
2018/12/25 8:15,-0.7969,0.7,-18.5,-19.9,0,73,8.5,872.3
2018/12/25 8:30,-2.0527,0.8,-18.1,-19.4,49.9,71.6,9.4,872.1
2018/12/25 8:45,-3.4077,0.8,-17.9,-19.2,49.9,72,10.3,872
2018/12/25 9:00,-4.5576,0.8,-17,-18,137.1,67.5,10.9,871.9
2018/12/25 9:15,-5.7475,0.8,-16.6,-17.5,137.1,66.4,11.2,871.7
2018/12/25 9:30,-6.8975,0.7,-15.7,-16.2,222.6,52.4,11.4,871.6
2018/12/25 9:45,-7.8891,0.7,-15.3,-15.5,222.6,50.7,11.5,871.6
2018/12/25 10:00,-8.8178,0.7,-14.4,-14.3,299.7,48.3,11.5,871.5
2018/12/25 10:15,-9.6525,0.7,-13.6,-13.6,299.7,47.7,11.3,871.4
2018/12/25 10:30,-10.3348,0.8,-12.6,-12.4,366.8,47.1,10.9,871.2
2018/12/25 10:45,-10.9727,0.8,-11.8,-11.6,366.8,47.3,10.5,870.9
2018/12/25 11:00,-11.5787,0.9,-10.8,-10.6,422.5,47.1,10.3,870.8
2018/12/25 11:15,-11.8444,1,-10,-9.8,422.5,47.3,10.2,870.6
2018/12/25 11:30,-12.2203,1,-9.2,-8.9,464.9,47.1,10.1,870.3
2018/12/25 11:45,-12.5059,1.1,-8.6,-8.3,464.9,47,10.1,870.2
2018/12/25 12:00,-12.8108,1.1,-7.9,-7.7,492.3,46.6,10.3,870
2018/12/25 12:15,-12.9499,1.1,-7.5,-7.2,492.3,46.4,10.7,869.8
2018/12/25 12:30,-12.9884,1.2,-7.1,-6.7,503.8,46.2,11.1,869.7
2018/12/25 12:45,-12.8952,1.2,-6.8,-6.3,503.8,46.1,11.5,869.6
2018/12/25 13:00,-12.7065,1.2,-6.5,-6,499.7,46,11.9,869.4
2018/12/25 13:15,-12.4934,1.2,-6.3,-5.8,499.7,46.1,12.4,869.2
2018/12/25 13:30,-12.1811,1.3,-6.1,-5.6,480.8,46.4,12.8,869
2018/12/25 13:45,-11.8104,1.3,-5.9,-5.4,480.8,46.5,13.1,868.7
2018/12/25 14:00,-11.3183,1.3,-5.7,-5.4,447.3,46.9,13.3,868.5
2018/12/25 14:15,-10.7825,1.3,-5.5,-5.2,447.3,47,13.2,868.3
2018/12/25 14:30,-10.075,1.4,-5.4,-5.2,399.7,47.3,13.2,868.1
2018/12/25 14:45,-9.3151,1.4,-5.2,-5.1,399.7,47.4,13.1,868
2018/12/25 15:00,-8.4441,1.4,-5.1,-5.3,339,48,13.2,867.8
2018/12/25 15:15,-7.5169,1.4,-5,-5.2,339,48.2,13.2,867.7
2018/12/25 15:30,-6.4675,1.5,-5,-5.5,266.8,49.5,13.2,867.5
2018/12/25 15:45,-5.3487,1.5,-4.9,-5.5,266.8,50.1,13.2,867.5
2018/12/25 16:00,-4.2476,1.6,-5.1,-6,185.4,52.7,13.2,867.5
2018/12/25 16:15,-2.9651,1.6,-5.2,-6.1,185.4,54.9,13.3,867.4
2018/12/25 16:30,-1.6294,1.6,-5.7,-6.9,99.2,56.7,13.3,867.4
2018/12/25 16:45,-0.4121,1.6,-5.9,-7.2,99.2,58.1,13.3,867.4
2018/12/26 7:45,-0.2161,1.1,-14.4,-15.3,0,74.4,52.1,871.1
2018/12/26 8:00,-0.5161,1.1,-14.4,-15.4,0,74.8,50.9,871.2
2018/12/26 8:15,-0.9161,1.1,-14.5,-15.5,0,75.3,49.6,871.4
2018/12/26 8:30,-2.2007,1.1,-14.3,-15.1,46.9,74.8,48.4,871.5
2018/12/26 8:45,-3.6171,1.1,-14.3,-15,46.9,74.7,47.4,871.6
2018/12/26 9:00,-4.7944,1.1,-13.9,-14.4,131.1,74.1,46.7,871.8
2018/12/26 9:15,-5.9044,1.1,-13.8,-14.2,131.1,73.8,46.2,871.9
2018/12/26 9:30,-7.0477,1.1,-13.4,-13.4,215.6,72.4,45.7,872.1
2018/12/26 9:45,-7.8476,1.1,-13.1,-13.2,215.6,71.4,45.3,872.2
2018/12/26 10:00,-8.7823,1.1,-12.7,-12.4,293.3,69.8,44.8,872.4
2018/12/26 10:15,-9.5275,1.2,-12.5,-12.1,293.3,68.7,44.4,872.6
2018/12/26 10:30,-10.152,1.2,-12.1,-11.4,361,67.1,44,872.8
2018/12/26 10:45,-10.7854,1.2,-11.8,-11.1,361,65.9,43.7,872.9
2018/12/26 11:00,-11.3012,1.2,-11.5,-10.5,416.6,64.3,43.4,873
2018/12/26 11:15,-11.669,1.2,-11.3,-10.3,416.6,63.2,43.1,873.1
2018/12/26 11:30,-11.9931,1.2,-11.1,-9.8,458.8,61.8,42.9,873.1
2018/12/26 11:45,-12.1989,1.1,-11,-9.6,458.8,60.7,42.6,873.1
2018/12/26 12:00,-12.4534,1.1,-10.8,-9.2,486.5,59.5,42.2,873.2
2018/12/26 12:15,-13.0513,1.1,-10.7,-9.1,486.5,58.5,41.9,873.2
2018/12/26 12:30,-13.1231,1.1,-10.6,-8.8,499.2,57.6,41.5,873.3
2018/12/26 12:45,-13.0728,1.1,-10.6,-8.7,499.2,56.9,41.2,873.4
2018/12/26 13:00,-12.9055,1.1,-10.5,-8.6,496.5,56.3,41,873.4
2018/12/26 13:15,-12.6503,1.1,-10.5,-8.5,496.5,55.8,40.7,873.5
2018/12/26 13:30,-12.2899,1.1,-10.4,-8.6,478.4,55.4,40.4,873.5
2018/12/26 13:45,-11.9206,1.1,-10.4,-8.5,478.4,55,40.1,873.5
2018/12/26 14:00,-11.4463,1.1,-10.4,-8.7,445.3,54.8,39.9,873.6
2018/12/26 14:15,-10.8077,1.1,-10.4,-8.7,445.3,54.7,39.8,873.6
2018/12/26 14:30,-10.2608,1.1,-10.5,-8.9,394,54.8,39.7,873.7
2018/12/26 14:45,-9.1656,1.1,-10.5,-8.9,394,54.9,39.6,873.7
2018/12/26 15:00,-8.5196,1.1,-10.7,-9.3,331.5,55.4,39.6,873.8
2018/12/26 15:15,-7.5339,1.1,-10.8,-9.4,331.5,55.8,39.4,873.8
2018/12/26 15:30,-6.3395,1.1,-11,-9.8,257.5,56.6,39.3,873.9
2018/12/26 15:45,-5.1622,1.1,-11.1,-9.9,257.5,57.1,39.1,873.9
2018/12/26 16:00,-3.8694,1.1,-11.3,-10.5,176.2,58.1,39.1,874.1
2018/12/26 16:15,-2.5707,1.1,-11.4,-10.6,176.2,58.3,39.1,874.1
2018/12/26 16:30,-1.332,1.1,-11.6,-11.2,87.2,59.1,39.3,874.3
2018/12/26 16:45,-0.0784,1,-11.7,-11.4,87.2,59.1,39.4,874.4
2018/12/27 7:45,-0.47,0.6,-19.2,-19.8,0,67.9,61.9,878.9
2018/12/27 8:00,-0.87,0.6,-19.3,-19.9,0,67.8,62.7,879.1
2018/12/27 8:15,-1.087,0.7,-18.5,-19.9,0,73,8.5,872.3
2018/12/27 8:30,-2.3087,0.8,-18.1,-19.4,49.9,71.6,9.4,872.1
2018/12/27 8:45,-3.7991,0.8,-17.9,-19.2,49.9,72,10.3,872
2018/12/27 9:00,-5.0282,0.8,-17,-18,137.1,67.5,10.9,871.9
2018/12/27 9:15,-6.1856,0.8,-16.6,-17.5,137.1,66.4,11.2,871.7
2018/12/27 9:30,-7.286,0.7,-15.7,-16.2,222.6,52.4,11.4,871.6
2018/12/27 9:45,-8.2828,0.7,-15.3,-15.5,222.6,50.7,11.5,871.6
2018/12/27 10:00,-9.2041,0.7,-14.4,-14.3,299.7,48.3,11.5,871.5
2018/12/27 10:15,-10.0899,0.7,-13.6,-13.6,299.7,47.7,11.3,871.4
2018/12/27 10:30,-10.8113,0.8,-12.6,-12.4,366.8,47.1,10.9,871.2
2018/12/27 10:45,-11.4655,0.8,-11.8,-11.6,366.8,47.3,10.5,870.9
2018/12/27 11:00,-11.965,0.9,-10.8,-10.6,422.5,47.1,10.3,870.8
2018/12/27 11:15,-12.4134,1,-10,-9.8,422.5,47.3,10.2,870.6
2018/12/27 11:30,-12.7664,1,-9.2,-8.9,464.9,47.1,10.1,870.3
2018/12/27 11:45,-13.0831,1.1,-8.6,-8.3,464.9,47,10.1,870.2
2018/12/27 12:00,-13.3074,1.1,-7.9,-7.7,492.3,46.6,10.3,870
2018/12/27 12:15,-13.445,1.1,-7.5,-7.2,492.3,46.4,10.7,869.8
2018/12/27 12:30,-13.4435,1.2,-7.1,-6.7,503.8,46.2,11.1,869.7
2018/12/27 12:45,-13.2926,1.2,-6.8,-6.3,503.8,46.1,11.5,869.6
2018/12/27 13:00,-13.1386,1.2,-6.5,-6,499.7,46,11.9,869.4
2018/12/27 13:15,-12.9485,1.2,-6.3,-5.8,499.7,46.1,12.4,869.2
2018/12/27 13:30,-12.6273,1.3,-6.1,-5.6,480.8,46.4,12.8,869
2018/12/27 13:45,-12.2418,1.3,-5.9,-5.4,480.8,46.5,13.1,868.7
2018/12/27 14:00,-11.6823,1.3,-5.7,-5.4,447.3,46.9,13.3,868.5
2018/12/27 14:15,-11.0859,1.3,-5.5,-5.2,447.3,47,13.2,868.3
2018/12/27 14:30,-10.3777,1.4,-5.4,-5.2,399.7,47.3,13.2,868.1
2018/12/27 14:45,-9.5511,1.4,-5.2,-5.1,399.7,47.4,13.1,868
2018/12/27 15:00,-8.6565,1.4,-5.1,-5.3,339,48,13.2,867.8
2018/12/27 15:15,-7.7004,1.4,-5,-5.2,339,48.2,13.2,867.7
